観測所ID,地点名,かな,都道府県,地方,緯度,経度,標高(m),種別,観測要素,気象庁ページURL,状態,観測期間
53257,鳥羽,トバ,三重県,近畿,34.481667,136.825,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=53&block_no=1230&year=&month=&day=&view=,現役,
53296,南伊勢,ミナミイセ,三重県,近畿,34.345,136.681667,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=53&block_no=1258&year=&month=&day=&view=,現役,
53326,紀伊長島,キイナガシマ,三重県,近畿,34.208333,136.326667,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=53&block_no=1349&year=&month=&day=&view=,現役,
53378,尾鷲,オワセ,三重県,近畿,34.068333,136.193333,15,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=53&block_no=47663&year=&month=&day=&view=,現役,
53401,熊野新鹿,クマノアタシカ,三重県,近畿,33.931667,136.138333,23,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=53&block_no=1532&year=&month=&day=&view=,現役,
54012,粟島,アワシマ,新潟県,中部,38.465,139.253333,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0995&year=&month=&day=&view=,現役,
54041,弾崎,ハジキザキ,新潟県,中部,38.33,138.511667,58,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=1315&year=&month=&day=&view=,現役,
54086,村上,ムラカミ,新潟県,中部,38.226667,139.478333,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0515&year=&month=&day=&view=,現役,
54157,相川,アイカワ,新潟県,中部,38.028333,138.24,6,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=47602&year=&month=&day=&view=,現役,
54166,両津,リョウツ,新潟県,中部,38.073333,138.44,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0518&year=&month=&day=&view=,現役,
54181,中条,ナカジョウ,新潟県,中部,38.076667,139.388333,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=1318&year=&month=&day=&view=,現役,
54191,下関,シモセキ,新潟県,中部,38.091667,139.563333,33,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=1060&year=&month=&day=&view=,現役,
54232,新潟,ニイガタ,新潟県,中部,37.893333,139.018333,4,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=47604&year=&month=&day=&view=,現役,
54236,松浜,マツハマ：新潟空港,新潟県,中部,37.955,139.111667,1,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=1469&year=&month=&day=&view=,現役,
54271,羽茂,ハモチ,新潟県,中部,37.841667,138.313333,11,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0996&year=&month=&day=&view=,現役,
54296,新津,ニイツ,新潟県,中部,37.791667,139.086667,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0521&year=&month=&day=&view=,現役,
54341,巻,マキ,新潟県,中部,37.768333,138.913333,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0522&year=&month=&day=&view=,現役,
54387,寺泊,テラドマリ,新潟県,中部,37.64,138.766667,44,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0524&year=&month=&day=&view=,現役,
54396,三条,サンジョウ,新潟県,中部,37.64,138.955,9,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0525&year=&month=&day=&view=,現役,
54421,津川,ツガワ,新潟県,中部,37.671667,139.446667,100,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0527&year=&month=&day=&view=,現役,
54501,長岡,ナガオカ,新潟県,中部,37.45,138.823333,23,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0529&year=&month=&day=&view=,現役,
54541,柏崎,カシワザキ,新潟県,中部,37.351667,138.553333,7,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0532&year=&month=&day=&view=,現役,
54566,守門,スモン,新潟県,中部,37.346667,139.043333,222,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0997&year=&month=&day=&view=,現役,
54586,大潟,オオガタ,新潟県,中部,37.225,138.325,13,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=1302&year=&month=&day=&view=,現役,
54616,小出,コイデ,新潟県,中部,37.226667,138.963333,98,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0534&year=&month=&day=&view=,現役,
54651,高田,タカダ,新潟県,中部,37.106667,138.246667,13,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=47612&year=&month=&day=&view=,現役,
54661,安塚,ヤスヅカ,新潟県,中部,37.106667,138.456667,126,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0536&year=&month=&day=&view=,現役,
54676,十日町,トオカマチ,新潟県,中部,37.143333,138.726667,170,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0537&year=&month=&day=&view=,現役,
54711,糸魚川,イトイガワ,新潟県,中部,37.043333,137.875,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0539&year=&month=&day=&view=,現役,
54721,能生,ノウ,新潟県,中部,37.083333,138.023333,55,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0540&year=&month=&day=&view=,現役,
54816,関山,セキヤマ,新潟県,中部,36.933333,138.221667,350,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0998&year=&month=&day=&view=,現役,
54836,津南,ツナン,新潟県,中部,36.996667,138.683333,452,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0543&year=&month=&day=&view=,現役,
54841,湯沢,ユザワ,新潟県,中部,36.941667,138.81,340,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=54&block_no=0544&year=&month=&day=&view=,現役,
55022,朝日,アサヒ,富山県,中部,36.936667,137.563333,43,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0546&year=&month=&day=&view=,現役,
55041,氷見,ヒミ,富山県,中部,36.825,136.968333,1,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=1309&year=&month=&day=&view=,現役,
55056,魚津,ウオヅ,富山県,中部,36.821667,137.428333,48,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0547&year=&month=&day=&view=,現役,
55091,伏木,フシキ,富山県,中部,36.791667,137.055,12,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=47606&year=&month=&day=&view=,現役,
55102,富山,トヤマ,富山県,中部,36.708333,137.201667,9,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=47607&year=&month=&day=&view=,現役,
55141,砺波,トナミ,富山県,中部,36.61,136.955,69,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0552&year=&month=&day=&view=,現役,
55151,秋ヶ島,アキガシマ：富山空港,富山県,中部,36.648333,137.186667,24,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=1533&year=&month=&day=&view=,現役,
55166,上市,カミイチ,富山県,中部,36.67,137.423333,296,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0553&year=&month=&day=&view=,現役,
55191,南砺高宮,ナントタカミヤ,富山県,中部,36.545,136.871667,91,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0554&year=&month=&day=&view=,現役,
55206,八尾,ヤツオ,富山県,中部,36.57,137.158333,124,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=55&block_no=0555&year=&month=&day=&view=,現役,
56036,珠洲,スズ,石川県,中部,37.446667,137.286667,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0560&year=&month=&day=&view=,現役,
56052,輪島,ワジマ,石川県,中部,37.39,136.895,5,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=47600&year=&month=&day=&view=,現役,
56093,三井,ミイ：能登空港,石川県,中部,37.293333,136.961667,219,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=1544&year=&month=&day=&view=,現役,
56116,志賀,シカ,石川県,中部,37.143333,136.725,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0564&year=&month=&day=&view=,現役,
56146,七尾,ナナオ,石川県,中部,37.03,136.991667,58,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0565&year=&month=&day=&view=,現役,
56176,羽咋,ハクイ,石川県,中部,36.893333,136.776667,15,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0566&year=&month=&day=&view=,現役,
56186,かほく,カホク,石川県,中部,36.711667,136.691667,42,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0567&year=&month=&day=&view=,現役,
56227,金沢,カナザワ,石川県,中部,36.588333,136.633333,6,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=47605&year=&month=&day=&view=,現役,
56276,小松,コマツ,石川県,中部,36.381667,136.435,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=1324&year=&month=&day=&view=,現役,
56286,白山河内,ハクサンカワチ,石川県,中部,36.396667,136.62,136,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0973&year=&month=&day=&view=,現役,
56301,加賀中津原,カガナカツハラ,石川県,中部,36.261667,136.396667,65,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=56&block_no=0571&year=&month=&day=&view=,現役,
57001,三国,ミクニ,福井県,中部,36.243333,136.173333,34,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=1071&year=&month=&day=&view=,現役,
57026,春江,ハルエ：福井空港,福井県,中部,36.141667,136.223333,5,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=1537&year=&month=&day=&view=,現役,
57051,越廼,コシノ,福井県,中部,36.011667,135.99,30,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=1316&year=&month=&day=&view=,現役,
57066,福井,フクイ,福井県,中部,36.055,136.221667,9,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=47616&year=&month=&day=&view=,現役,
57082,勝山,カツヤマ,福井県,中部,36.038333,136.521667,196,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=1226&year=&month=&day=&view=,現役,
57121,大野,オオノ,福井県,中部,35.971667,136.496667,182,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=0573&year=&month=&day=&view=,現役,
57206,今庄,イマジョウ,福井県,中部,35.766667,136.2,128,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=0577&year=&month=&day=&view=,現役,
57248,敦賀,ツルガ,福井県,中部,35.653333,136.061667,2,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=47631&year=&month=&day=&view=,現役,
57286,美浜,ミハマ,福井県,中部,35.6,135.916667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=1010&year=&month=&day=&view=,現役,
57317,小浜,オバマ,福井県,中部,35.483333,135.781667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=57&block_no=0579&year=&month=&day=&view=,現役,
60051,今津,イマヅ,滋賀県,近畿,35.411667,136.028333,88,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0580&year=&month=&day=&view=,現役,
60061,長浜,ナガハマ,滋賀県,近畿,35.423333,136.241667,95,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0976&year=&month=&day=&view=,現役,
60102,米原,マイバラ,滋賀県,近畿,35.383333,136.343333,147,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=1524&year=&month=&day=&view=,現役,
60116,南小松,ミナミコマツ,滋賀県,近畿,35.235,135.956667,90,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=1083&year=&month=&day=&view=,現役,
60131,彦根,ヒコネ,滋賀県,近畿,35.275,136.243333,87,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=47761&year=&month=&day=&view=,現役,
60196,東近江,ヒガシオウミ,滋賀県,近畿,35.061667,136.19,128,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0963&year=&month=&day=&view=,現役,
60216,大津,オオツ,滋賀県,近畿,34.991667,135.911667,86,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0586&year=&month=&day=&view=,現役,
60226,信楽,シガラキ,滋賀県,近畿,34.913333,136.08,265,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0964&year=&month=&day=&view=,現役,
60236,土山,ツチヤマ,滋賀県,近畿,34.938333,136.278333,248,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=60&block_no=0587&year=&month=&day=&view=,現役,
61001,間人,タイザ,京都府,近畿,35.736667,135.086667,42,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=0965&year=&month=&day=&view=,現役,
61076,宮津,ミヤヅ,京都府,近畿,35.55,135.235,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=0589&year=&month=&day=&view=,現役,
61111,舞鶴,マイヅル,京都府,近畿,35.45,135.316667,2,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=47750&year=&month=&day=&view=,現役,
61187,福知山,フクチヤマ,京都府,近畿,35.311667,135.113333,17,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=0593&year=&month=&day=&view=,現役,
61206,美山,ミヤマ,京都府,近畿,35.275,135.55,200,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=1303&year=&month=&day=&view=,現役,
61242,園部,ソノベ,京都府,近畿,35.108333,135.455,134,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=0596&year=&month=&day=&view=,現役,
61286,京都,キョウト,京都府,近畿,35.013333,135.731667,41,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=47759&year=&month=&day=&view=,現役,
61326,京田辺,キョウタナベ,京都府,近畿,34.83,135.76,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=61&block_no=0598&year=&month=&day=&view=,現役,
62016,能勢,ノセ,大阪府,近畿,34.948333,135.455,235,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=0600&year=&month=&day=&view=,現役,
62046,枚方,ヒラカタ,大阪府,近畿,34.808333,135.671667,26,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=1065&year=&month=&day=&view=,現役,
62051,豊中,トヨナカ：大阪国際空港,兵庫県,近畿,34.783333,135.438333,12,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=0602&year=&month=&day=&view=,現役,
62078,大阪,オオサカ,大阪府,近畿,34.681667,135.518333,23,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=47772&year=&month=&day=&view=,現役,
62081,生駒山,イコマヤマ,奈良県,近畿,34.675,135.676667,626,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=0604&year=&month=&day=&view=,現役,
62091,堺,サカイ,大阪府,近畿,34.555,135.485,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=1062&year=&month=&day=&view=,現役,
62096,八尾,ヤオ：八尾空港,大阪府,近畿,34.596667,135.6,10,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=1470&year=&month=&day=&view=,現役,
62101,関空島,カンクウジマ：関西国際空港,大阪府,近畿,34.433333,135.231667,5,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=1471&year=&month=&day=&view=,現役,
62131,熊取,クマトリ,大阪府,近畿,34.385,135.35,68,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=62&block_no=0606&year=&month=&day=&view=,現役,
63016,香住,カスミ,兵庫県,近畿,35.625,134.626667,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0607&year=&month=&day=&view=,現役,
63051,豊岡,トヨオカ,兵庫県,近畿,35.535,134.821667,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=47747&year=&month=&day=&view=,現役,
63071,兎和野高原,ウワノコウゲン,兵庫県,近畿,35.431667,134.583333,540,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0977&year=&month=&day=&view=,現役,
63121,和田山,ワダヤマ,兵庫県,近畿,35.323333,134.848333,80,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0612&year=&month=&day=&view=,現役,
63201,生野,イクノ,兵庫県,近畿,35.166667,134.791667,320,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0613&year=&month=&day=&view=,現役,
63216,柏原,カイバラ,兵庫県,近畿,35.136667,135.065,98,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0614&year=&month=&day=&view=,現役,
63251,一宮,イチノミヤ,兵庫県,近畿,35.096667,134.585,195,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0615&year=&month=&day=&view=,現役,
63321,福崎,フクサキ,兵庫県,近畿,34.95,134.748333,72,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0968&year=&month=&day=&view=,現役,
63331,西脇,ニシワキ,兵庫県,近畿,34.998333,134.996667,72,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0956&year=&month=&day=&view=,現役,
63366,上郡,カミゴオリ,兵庫県,近畿,34.858333,134.373333,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0619&year=&month=&day=&view=,現役,
63383,姫路,ヒメジ,兵庫県,近畿,34.838333,134.67,38,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=47769&year=&month=&day=&view=,現役,
63411,三田,サンダ,兵庫県,近畿,34.895,135.211667,150,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0969&year=&month=&day=&view=,現役,
63461,三木,ミキ,兵庫県,近畿,34.776667,135.013333,145,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=1227&year=&month=&day=&view=,現役,
63491,家島,イエシマ,兵庫県,近畿,34.671667,134.526667,88,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0624&year=&month=&day=&view=,現役,
63496,明石,アカシ,兵庫県,近畿,34.686667,134.876667,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0625&year=&month=&day=&view=,現役,
63517,神戸空港,コウベクウコウ：神戸空港,兵庫県,近畿,34.631667,135.223333,5,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=1587&year=&month=&day=&view=,現役,
63518,神戸,コウベ,兵庫県,近畿,34.696667,135.211667,5,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=47770&year=&month=&day=&view=,現役,
63551,郡家,グンゲ,兵庫県,近畿,34.466667,134.848333,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=0970&year=&month=&day=&view=,現役,
63571,洲本,スモト,兵庫県,近畿,34.31,134.848333,69,気象台等,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=47776&year=&month=&day=&view=,現役,
63588,南淡,ナンダン,兵庫県,近畿,34.218333,134.72,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=63&block_no=1337&year=&month=&day=&view=,現役,
64036,奈良,ナラ,奈良県,近畿,34.673333,135.836667,102,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=64&block_no=47780&year=&month=&day=&view=,現役,
64041,針,ハリ,奈良県,近畿,34.605,135.951667,468,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=64&block_no=0630&year=&month=&day=&view=,現役,
64101,大宇陀,オオウダ,奈良県,近畿,34.488333,135.931667,349,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=64&block_no=0633&year=&month=&day=&view=,現役,
64127,五條,ゴジョウ,奈良県,近畿,34.38,135.73,190,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=64&block_no=0635&year=&month=&day=&view=,現役,
